,Unnamed: 0,Föremålsbenämning,Föremålsnr.,Förvärvsnr.,Andra nummer,Material,Plats,Fornlämning,Socken,Landskap,Land,Kontexttyp,Kontextnr.,Museum,Unique Name,Catalog Link,Kategori,Storlek,Antal,Datering,Tidsperiod,Föremålsnummer,Historisk plats,Förvärvsnummer,Omnämns i katalog,Förvärvsmetod,Fyndplats,Arkeologisk kontext,Kontextnamn,Undersökare,Undersökningsår,Antal fragment,Föremålsbenämning_Translated,Föremålsnr._Translated,Andra nummer_Translated,Material_Translated,Plats_Translated,Fornlämning_Translated,Socken_Translated,Landskap_Translated
377,377,Pil,581144_HST,34000.0,Undernummer: Bj 1125B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1125B,Historiska museet,Pil - 378,https://samlingar.shm.se/object/8D450A60-B4FC-406C-94C5-81CBE167FC5A,Vapen och rustningar  Arkeologisk samling,,10,800 – 1100,Vikingatid,581144_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 1125B",Bj 1125B,"Stolpe, Hjalmar",1888,19,Pil,581144_HST,Undernummer: Bj 1125B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
378,378,Rundsköld,467014_HST,34000.0,Undernummer: Bj 703,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,703,Historiska museet,Rundsköld - 379,https://samlingar.shm.se/object/8CAF9B19-6120-4D00-9F12-E37BF29A3A67,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,467014_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Obekant yttre gravskick: 703",Bj 703,"Stolpe, Hjalmar",1879,14,Rundsköld,467014_HST,Undernummer: Bj 703,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
379,379,Pil,561974_HST,34000.0,Undernummer: Bj 773B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,773B,Historiska museet,Pil - 380,https://samlingar.shm.se/object/2482DF06-545C-436A-90D5-551CF4CA99E5,Vapen och rustningar  Arkeologisk samling,,8,800 – 1100,Vikingatid,561974_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 773B",Bj 773B,"Stolpe, Hjalmar",1879,11,Pil,561974_HST,Undernummer: Bj 773B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
380,380,Dubbelyxa,583712_HST,34000.0,Undernummer: Bj 909,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,909,Historiska museet,Dubbelyxa - 381,https://samlingar.shm.se/object/852A4AD9-EAD3-4607-A4EC-ACA1812D704C,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,,1,800 – 1100,Vikingatid,583712_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Hög: 909",Bj 909,"Stolpe, Hjalmar",,,Dubbelyxa,583712_HST,Undernummer: Bj 909,"Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
381,381,Pil,581966_HST,34000.0,Undernummer: Bj 1134,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1134,Historiska museet,Pil - 382,https://samlingar.shm.se/object/79B98ABB-7B53-427F-A74E-D0C8AF1B40C5,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,581966_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Obekant yttre gravskick: 1134",Bj 1134,"Stolpe, Hjalmar",1888,,Pil,581966_HST,Undernummer: Bj 1134,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
382,382,Pil,582202_HST,34000.0,Undernummer: Bj 904,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kistgrav,904,Historiska museet,Pil - 383,https://samlingar.shm.se/object/4D1D0837-83E4-4B75-9FEB-840029201A0D,Vapen och rustningar  Arkeologisk samling,,10,800 – 1100,Vikingatid,582202_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kistgrav, Grav, Hög: 904",Bj 904,"Stolpe, Hjalmar",,25,Pil,582202_HST,Undernummer: Bj 904,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
383,383,Pilspets,533843_HST,34000.0,Undernummer: Bj 347,Järn,"Björkö, Kvarnbacka",L2017:2006,Adelsö socken,Uppland,Sverige,Brandgrav,347,Historiska museet,Pilspets - 384,https://samlingar.shm.se/object/7A100B71-A880-4906-90B6-99CA6A19E813,Vapen och rustningar  Arkeologisk samling,Längd 83.3 mm,1,800 – 1100,Vikingatid,533843_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Kvarnbacka, Fornlämning: L2017:2006, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 347",Bj 347,"Stolpe, Hjalmar",1876,,Pilspets,533843_HST,Undernummer: Bj 347,Järn,"Björkö, Kvarnbacka",L2017:2006,Adelsö socken,Uppland
384,384,Spjut,584160_HST,34000.0,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Spjut - 385,https://samlingar.shm.se/object/3DB9E911-8673-4568-95A1-1C29F83AA499,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,584160_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,,Spjut,584160_HST,Undernummer: Bj 750,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
385,385,Sköld,584214_HST,34000.0,Undernummer: Bj 750,"Brons, Vitmetall, Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,750,Historiska museet,Sköld - 386,https://samlingar.shm.se/object/A1906F5B-2364-4FED-A901-73FF27FA3110,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,584214_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 750",Bj 750,"Stolpe, Hjalmar",1879,10,Sköld,584214_HST,Undernummer: Bj 750,"Brons, Vitmetall, Järn, Trä","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
386,386,Bredyxa,417448_HST,17871.0,FID: 417448,Järn,Stenbylund,,Lagga socken,Uppland,Sverige,,,Historiska museet,Bredyxa - 387,https://samlingar.shm.se/object/1D1F2C9F-24F9-44C9-8D68-51E6453ADED2,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,,1,800 – 1100,Vikingatid,417448_HST,,17871,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=17871,,"Plats: Stenbylund, Socken: Lagga socken, Kommun: Knivsta kommun, Landskap: Uppland, Land: Sverige",,,,,,Bredyxa,417448_HST,FID: 417448,Järn,Stenbylund,nan,Lagga socken,Uppland
387,387,Bredyxa,417508_HST,22970.0,FID: 417508,Järn,Prästgården,,Lommaryd socken,Småland,Sverige,,,Historiska museet,Bredyxa - 388,https://samlingar.shm.se/object/E5C03738-7F6D-402B-AF53-8110E8F03551,Vapen och rustningar  Hantverk och redskap  Arkeologisk samling,,1,800 – 1100,Vikingatid,417508_HST,,22970,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22970,,"Plats: Prästgården, Socken: Lommaryd socken, Kommun: Aneby kommun, Landskap: Småland, Land: Sverige",,,,,,Bredyxa,417508_HST,FID: 417508,Järn,Prästgården,nan,Lommaryd socken,Småland
388,388,Tveeggat svärd,106799_HST,7250.0,Undernummer: IX:08,Järn,Vendels by,L1942:9787,Vendel socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 389,https://samlingar.shm.se/object/DC32333E-CF3C-4C81-A6CE-809EEEFB6949,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,106799_HST,,7250,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=7250,,"Plats: Vendels by, Fornlämning: L1942:9787, Socken: Vendel socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",,,"Stolpe, Hjalmar",,,Tveeggat svärd,106799_HST,Undernummer: IX:08,Järn,Vendels by,L1942:9787,Vendel socken,Uppland
389,389,Tveeggat svärd,107090_HST,23115.0,FID: 107090,Järn,Finnerånger,L1941:8080,Västland socken,Uppland,Sverige,,,Historiska museet,Tveeggat svärd - 390,https://samlingar.shm.se/object/87F63EA7-A1E5-4ED5-A9B4-0D2B88B9C8ED,Vapen och rustningar  Arkeologisk samling,Längd 95 cm  Bredd 10 cm,1,800 – 1100,Vikingatid,107090_HST,,23115,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=23115,,"Plats: Finnerånger, Fornlämning: L1941:8080, Socken: Västland socken, Kommun: Tierp kommun, Landskap: Uppland, Land: Sverige",,,,,,Tveeggat svärd,107090_HST,FID: 107090,Järn,Finnerånger,L1941:8080,Västland socken,Uppland
390,390,Tveeggat svärd,107091_HST,5609.0,FID: 107091,Järn,Gallsätter,,Skog socken,Ångermanland,Sverige,,,Historiska museet,Tveeggat svärd - 391,https://samlingar.shm.se/object/3EDCD7BA-71D4-46E0-90BC-BD2975C4BF99,Vapen och rustningar  Arkeologisk samling,Längd 93 cm  Bredd 12.3 cm,1,800 – 1100,Vikingatid,107091_HST,,5609,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=5609,,"Plats: Gallsätter, Socken: Skog socken, Kommun: Kramfors kommun, Landskap: Ångermanland, Land: Sverige",,,,,,Tveeggat svärd,107091_HST,FID: 107091,Järn,Gallsätter,nan,Skog socken,Ångermanland
391,391,Tveeggat svärd,107092_HST,21131.0,FID: 107092,Järn,Ullevi,,Kimstad socken,Östergötland,Sverige,,,Historiska museet,Tveeggat svärd - 392,https://samlingar.shm.se/object/AC56EF39-08C5-4C34-9513-E94AFA7BDA0F,Arkeologisk samling  Vapen och rustningar,Längd 95 cm  Bredd 7.5 cm,1,800 – 1100,Vikingatid,107092_HST,,21131,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21131,,"Plats: Ullevi, Socken: Kimstad socken, Kommun: Norrköping kommun, Landskap: Östergötland, Land: Sverige",,,,,,Tveeggat svärd,107092_HST,FID: 107092,Järn,Ullevi,nan,Kimstad socken,Östergötland
392,392,Tveeggat svärd,107093_HST,16646.0,FID: 107093,Järn,Norra Kvinneby,,Stenåsa socken,Öland,Sverige,,,Historiska museet,Tveeggat svärd - 393,https://samlingar.shm.se/object/7FC895F4-8963-4657-8931-38ABFAD3900E,Vapen och rustningar  Arkeologisk samling,Längd 961 mm  Bredd 113 mm,1,800 – 1100,Vikingatid,107093_HST,,16646,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=16646,,"Plats: Norra Kvinneby, Socken: Stenåsa socken, Kommun: Mörbylånga kommun, Landskap: Öland, Land: Sverige",,,,,,Tveeggat svärd,107093_HST,FID: 107093,Järn,Norra Kvinneby,nan,Stenåsa socken,Öland
393,393,Yxa,1092544_HST,13316.0,Undernummer: 1,Järn,"Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland,Sverige,Skelettgrav,1,Historiska museet,Yxa - 394,https://samlingar.shm.se/object/E5C451AD-4E74-4A47-AB35-8B1546EEE1E5,Vapen och rustningar  Arkeologisk samling,Längd 169 mm  Bredd 83 mm,1,800 – 1100,Vikingatid,1092544_HST,,13316,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,"Plats: Hotingsjön, Grundfjärden, Långön, Fornlämning: L1948:9470, Socken: Tåsjö socken, Kommun: Strömsund kommun, Landskap: Ångermanland, Land: Sverige","Skelettgrav, Hög: 1",,,,,Yxa,1092544_HST,Undernummer: 1,Järn,"Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland
394,394,Tveeggat svärd,473061_HST,34000.0,Undernummer: Bj 644,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland,Sverige,Kammargrav,644,Historiska museet,Tveeggat svärd - 395,https://samlingar.shm.se/object/10B977DC-822A-492C-972B-5D75ADFDF49B,Vapen och rustningar  Arkeologisk samling,,,800 – 1100,Vikingatid,473061_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Norr om Borg, Fornlämning: L2017:1478, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 644",Bj 644,"Stolpe, Hjalmar",1878,1,Tveeggat svärd,473061_HST,Undernummer: Bj 644,Järn,"Björkö, Norr om Borg",L2017:1478,Adelsö socken,Uppland
395,395,Koger,598818_HST,34000.0,Undernummer: Bj 1125B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1125B,Historiska museet,Koger - 396,https://samlingar.shm.se/object/564577AF-7A48-4606-A34D-4897E7BBBE46,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,598818_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Obekant yttre gravskick: 1125B",Bj 1125B,"Stolpe, Hjalmar",1888,21,Koger,598818_HST,Undernummer: Bj 1125B,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
396,396,Spjut,548369_HST,34000.0,Undernummer: Bj 1069,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,1069,Historiska museet,Spjut - 397,https://samlingar.shm.se/object/BEBF9053-C6C0-45F3-B7B3-74052FFDDFF5,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,548369_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 1069",Bj 1069,"Stolpe, Hjalmar",1881,,Spjut,548369_HST,Undernummer: Bj 1069,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
397,397,Spjut,606347_HST,34000.0,Undernummer: Bj 944,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,944,Historiska museet,Spjut - 398,https://samlingar.shm.se/object/34BC1575-B933-49D3-BF2C-9AAC1C3E8DE3,Vapen och rustningar  Arkeologisk samling,Längd 490 mm,1,800 – 1100,Vikingatid,606347_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 944",Bj 944,"Stolpe, Hjalmar",1881,,Spjut,606347_HST,Undernummer: Bj 944,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
398,398,Spjut,441943_HST,34000.0,Undernummer: Bj 1074,"Järn, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Kammargrav,1074,Historiska museet,Spjut - 399,https://samlingar.shm.se/object/0450BD4C-8C6F-4C6A-9E0F-0F305FA5F549,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,441943_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Kammargrav, Grav, Hög: 1074",Bj 1074,"Stolpe, Hjalmar",1881,2,Spjut,441943_HST,Undernummer: Bj 1074,"Järn, Textil","Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
399,399,Svärd,443909_HST,21245.0,Undernummer: 1a,Järn,Broby,,Österunda socken,Uppland,Sverige,Brandgrav,1,Historiska museet,Svärd - 400,https://samlingar.shm.se/object/0BBA29A2-A599-4B54-853F-1C4923876694,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,443909_HST,,21245,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21245,,"Plats: Broby, Socken: Österunda socken, Kommun: Enköping kommun, Landskap: Uppland, Land: Sverige",Brandgrav: 1,,,,4,Svärd,443909_HST,Undernummer: 1a,Järn,Broby,nan,Österunda socken,Uppland
400,400,Tveeggat svärd,603116_HST,21270.0,FID: 603116,Järn,Häringe,L2014:5005,Västerhaninge socken,Södermanland,Sverige,Brandgrav,67,Historiska museet,Tveeggat svärd - 401,https://samlingar.shm.se/object/58BEB1F0-398A-4DB6-AF58-8C2FB23483C7,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,603116_HST,,21270,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=21270,,"Plats: Häringe, Fornlämning: L2014:5005, Socken: Västerhaninge socken, Kommun: Haninge kommun, Landskap: Södermanland, Land: Sverige",Brandgrav: 67,,"Anderbjörk, Jan Erik",,20,Tveeggat svärd,603116_HST,FID: 603116,Järn,Häringe,L2014:5005,Västerhaninge socken,Södermanland
401,401,Pilspets,622103_HST,34000.0,Undernummer: Bj 979,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Skelettgrav,979,Historiska museet,Pilspets - 402,https://samlingar.shm.se/object/9D6B31D7-E5C4-45D6-A94B-B16207017D79,Vapen och rustningar  Arkeologisk samling,,30,800 – 1100,Vikingatid,622103_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Skelettgrav, Grav, Hög: 979",Bj 979,"Stolpe, Hjalmar",1881,30,Pilspets,622103_HST,Undernummer: Bj 979,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
402,402,Knivslida,622151_HST,34000.0,Undernummer: Bj 1035,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,1035,Historiska museet,Knivslida - 403,https://samlingar.shm.se/object/B53E0777-4D97-481B-8B16-C6800774C805,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,622151_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 1035",Bj 1035,"Stolpe, Hjalmar",1881,3,Knivslida,622151_HST,Undernummer: Bj 1035,Brons,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
403,403,Skäggyxa,851583_HST,10196.0,FID: 851583,Järn,Medebys,,Vallstena socken,Gotland,Sverige,,,Historiska museet,Skäggyxa - 404,https://samlingar.shm.se/object/32D34A31-A73E-477B-BF0C-491010BCC512,Vapen och rustningar  Arkeologisk samling,Vikt 1190.5 g  Längd 230 mm  Bredd 80 mm,1,800 – 1100,Vikingatid,851583_HST,,10196,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=10196,,"Plats: Medebys, Socken: Vallstena socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Skäggyxa,851583_HST,FID: 851583,Järn,Medebys,nan,Vallstena socken,Gotland
404,404,Skäggyxa,851783_HST,12224.0,Undernummer: 3,Järn,Grens,,Vallstena socken,Gotland,Sverige,,,Historiska museet,Skäggyxa - 405,https://samlingar.shm.se/object/A85FCCCD-389E-4317-B943-3D5B225DAB3D,Vapen och rustningar  Arkeologisk samling,Vikt 788 g  Längd 220 mm  Bredd 110 mm,1,800 – 1100,Vikingatid,851783_HST,,12224,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=12224,,"Plats: Grens, Socken: Vallstena socken, Kommun: Gotland kommun, Landskap: Gotland, Land: Sverige",,,,,,Skäggyxa,851783_HST,Undernummer: 3,Järn,Grens,nan,Vallstena socken,Gotland
405,405,Yxa,836904_HST,20905.0,Undernummer: 1,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna,Sverige,Grav,1,Historiska museet,Yxa - 406,https://samlingar.shm.se/object/9891F3FC-6DF4-4F94-ACFD-995FFF559BEF,Vapen och rustningar  Arkeologisk samling,Vikt 839 g,1,800 – 1100,Vikingatid,836904_HST,,20905,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,"Plats: Rothagen, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav: 1,,,,,Yxa,836904_HST,Undernummer: 1,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna
406,406,Yxa,836919_HST,20905.0,Undernummer: 2,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna,Sverige,Grav,2,Historiska museet,Yxa - 407,https://samlingar.shm.se/object/DA346215-F9CD-48A1-AC81-30A5925DC067,Vapen och rustningar  Arkeologisk samling,Vikt 895 g,1,800 – 1100,Vikingatid,836919_HST,,20905,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=20905,,"Plats: Rothagen, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Grav: 2,,,,,Yxa,836919_HST,Undernummer: 2,Järn,Rothagen,L2000:9040,Sollerön socken,Dalarna
407,407,Svärd Petersen Z,836967_HST,22293.0,Undernummer: 1,"Järn, Silver",Bengtsarvet och Häradsarvet,L2000:9040,Sollerön socken,Dalarna,Sverige,Röse,1,Historiska museet,Svärd Petersen Z - 408,https://samlingar.shm.se/object/EAF5EAC7-31A1-42F8-BB50-C885BC2442E2,Vapen och rustningar  Arkeologisk samling,Vikt 1316 g  Längd 855 mm  Bredd 114 mm,1,800 – 1100,Vikingatid,836967_HST,,22293,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=22293,,"Plats: Bengtsarvet och Häradsarvet, Fornlämning: L2000:9040, Socken: Sollerön socken, Kommun: Mora kommun, Landskap: Dalarna, Land: Sverige",Röse: 1,,,,,Svärd Petersen Z,836967_HST,Undernummer: 1,"Järn, Silver",Bengtsarvet och Häradsarvet,L2000:9040,Sollerön socken,Dalarna
408,408,Pilspets,622070_HST,34000.0,Undernummer: Bj 1058,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland,Sverige,Brandgrav,1058,Historiska museet,Pilspets - 409,https://samlingar.shm.se/object/839CFCA4-4FC0-44E9-ACFF-FDE63F87C421,Vapen och rustningar  Arkeologisk samling,,1,800 – 1100,Vikingatid,622070_HST,"Birka, Adelsö socken",34000,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=34000,KML,"Plats: Björkö, Hemlanden, Fornlämning: L2017:1904, Socken: Adelsö socken, Kommun: Ekerö kommun, Landskap: Uppland, Land: Sverige","Brandgrav, Grav, Hög: 1058",Bj 1058,"Stolpe, Hjalmar",1881,1,Pilspets,622070_HST,Undernummer: Bj 1058,Järn,"Björkö, Hemlanden",L2017:1904,Adelsö socken,Uppland
409,409,Yxa,1092582_HST,13316.0,Undernummer: 6,"Järn, Trä","Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland,Sverige,Skelettgrav,6,Historiska museet,Yxa - 410,https://samlingar.shm.se/object/4FF973F6-9036-4611-A837-BFAB27191F69,Vapen och rustningar  Arkeologisk samling,Längd 155 mm  Bredd 79 mm,1,800 – 1100,Vikingatid,1092582_HST,,13316,http://catview.historiska.se/catview/CatViewServlet/index.jsp?action=search&redirect=true&inventoryNumber=13316,,"Plats: Hotingsjön, Grundfjärden, Långön, Fornlämning: L1948:9470, Socken: Tåsjö socken, Kommun: Strömsund kommun, Landskap: Ångermanland, Land: Sverige","Skelettgrav, Hög: 6",,,,,Yxa,1092582_HST,Undernummer: 6,"Järn, Trä","Hotingsjön, Grundfjärden, Långön",L1948:9470,Tåsjö socken,Ångermanland
